TS|(Arduino),TS|(Rpi),CH4|MQ1|description MQ1,CO|MQ2|description MQ2,Gen|MQ3|description MQ3,Alcohol|MQ4|description MQ4,NH3|MQ5|description MQ5,Comb|MQ6|description MQ6,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41,Session
2023-07-29 18:08:40.470,2023-07-29 18:08:40.570,140.89,125.22,161.5,430.91,109.82,354.61,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:40.570,2023-07-29 18:08:40.670,109.12,171.8,190.62,409.99,188.72,393.65,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:40.671,2023-07-29 18:08:40.770,154.25,186.15,119.11,428.91,140.21,322.02,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:40.771,2023-07-29 18:08:40.871,126.14,175.02,161.79,445.63,148.88,369.3,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:40.871,2023-07-29 18:08:40.971,184.6,160.97,144.77,484.8,189.9,328.17,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:40.971,2023-07-29 18:08:41.071,157.18,150.18,126.56,480.44,176.18,310.4,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.072,2023-07-29 18:08:41.171,103.79,146.27,148.21,412.01,126.8,306.05,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.172,2023-07-29 18:08:41.272,162.3,140.46,101.81,454.69,165.92,309.46,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.272,2023-07-29 18:08:41.372,161.89,190.54,103.23,401.6,198.11,377.15,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.372,2023-07-29 18:08:41.472,126.54,145.84,151.24,462.47,140.05,374.94,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.473,2023-07-29 18:08:41.572,107.25,159.28,151.8,490.49,190.23,365.49,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.573,2023-07-29 18:08:41.673,150.13,155.61,182.68,478.13,170.67,386.25,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.673,2023-07-29 18:08:41.773,173.72,124.11,170.78,475.26,179.19,381.85,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.773,2023-07-29 18:08:41.873,124.29,191.86,163.37,439.58,168.88,305.13,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.874,2023-07-29 18:08:41.974,119.21,191.39,160.2,475.0,149.69,340.06,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:41.974,2023-07-29 18:08:42.074,194.6,182.03,110.89,401.16,166.94,340.98,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.074,2023-07-29 18:08:42.174,133.5,109.18,181.27,496.97,190.29,344.2,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.174,2023-07-29 18:08:42.274,189.49,170.94,139.61,436.31,181.8,313.59,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.275,2023-07-29 18:08:42.374,107.57,116.85,108.54,438.45,136.99,317.08,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.375,2023-07-29 18:08:42.475,188.29,174.46,189.99,407.38,120.92,309.1,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.475,2023-07-29 18:08:42.575,125.58,138.08,171.88,448.59,181.17,304.04,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.575,2023-07-29 18:08:42.675,179.49,156.18,115.69,401.92,157.61,328.83,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.676,2023-07-29 18:08:42.775,122.15,109.75,161.18,460.37,143.99,320.85,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.776,2023-07-29 18:08:42.876,187.92,192.67,125.33,460.19,197.41,377.75,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.876,2023-07-29 18:08:42.976,111.38,156.39,103.11,452.4,121.06,373.24,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:42.976,2023-07-29 18:08:43.076,188.0,105.02,168.51,443.91,135.0,320.66,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.077,2023-07-29 18:08:43.176,172.62,147.48,134.13,491.22,183.05,374.48,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.177,2023-07-29 18:08:43.277,195.01,117.86,125.55,482.22,110.01,391.9,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.277,2023-07-29 18:08:43.377,192.62,189.33,158.18,472.5,146.7,319.75,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.377,2023-07-29 18:08:43.477,104.12,160.75,103.92,404.49,138.73,372.11,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.478,2023-07-29 18:08:43.577,164.04,138.79,176.0,414.63,160.4,328.26,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.578,2023-07-29 18:08:43.678,193.14,167.43,118.6,461.27,171.7,346.12,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.678,2023-07-29 18:08:43.778,129.99,170.84,185.96,415.3,143.26,373.5,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.778,2023-07-29 18:08:43.878,134.94,165.57,169.6,435.16,103.54,311.41,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.879,2023-07-29 18:08:43.979,187.09,104.41,182.17,492.19,193.2,323.09,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:43.979,2023-07-29 18:08:44.079,180.46,137.3,141.79,485.37,154.65,309.84,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:44.079,2023-07-29 18:08:44.179,122.78,181.04,106.21,401.27,125.37,321.82,2023-07-29 18:08:39.235,189.68,30.2,1690646919.2353895,184.43,1690646919.2353895,2023-07-29 18:07:51
2023-07-29 18:08:44.179,2023-07-29 18:08:44.279,194.31,129.79,179.71,463.82,119.03,342.33,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.280,2023-07-29 18:08:44.379,121.27,143.85,151.66,401.86,187.68,326.87,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.380,2023-07-29 18:08:44.480,193.51,125.75,130.45,448.93,186.06,308.69,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.480,2023-07-29 18:08:44.580,175.65,164.97,174.63,401.74,142.7,381.62,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.580,2023-07-29 18:08:44.680,127.12,122.37,131.2,456.36,166.12,363.85,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.680,2023-07-29 18:08:44.780,153.49,160.47,108.71,490.96,188.64,386.06,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.781,2023-07-29 18:08:44.881,174.88,186.06,123.85,452.76,197.32,326.8,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.881,2023-07-29 18:08:44.981,101.17,196.35,143.97,468.97,157.79,309.61,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:44.981,2023-07-29 18:08:45.081,185.04,196.83,120.65,467.89,146.08,348.18,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.082,2023-07-29 18:08:45.181,122.49,107.18,182.24,473.63,133.38,360.16,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.182,2023-07-29 18:08:45.282,163.29,115.97,137.99,491.04,100.4,303.22,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.282,2023-07-29 18:08:45.382,127.86,110.91,173.82,420.26,170.51,377.32,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.382,2023-07-29 18:08:45.482,104.17,186.61,167.04,464.88,110.7,398.4,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.482,2023-07-29 18:08:45.582,167.45,114.61,132.69,413.51,183.33,341.79,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.583,2023-07-29 18:08:45.682,133.51,174.35,179.94,476.43,182.59,332.09,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.683,2023-07-29 18:08:45.782,130.69,193.77,144.28,428.63,141.2,378.79,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.783,2023-07-29 18:08:45.883,127.05,180.73,129.49,400.32,119.19,320.25,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.883,2023-07-29 18:08:45.983,154.1,144.25,147.2,465.15,191.81,361.93,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:45.983,2023-07-29 18:08:46.083,168.93,110.72,158.32,481.55,149.45,386.74,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.084,2023-07-29 18:08:46.183,140.98,123.15,115.69,404.78,168.3,308.1,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.184,2023-07-29 18:08:46.284,145.93,164.16,150.23,451.61,172.12,376.55,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.284,2023-07-29 18:08:46.384,100.65,171.88,159.58,454.49,178.7,384.43,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.384,2023-07-29 18:08:46.484,113.11,168.12,195.07,440.92,141.04,320.54,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.485,2023-07-29 18:08:46.584,170.9,114.09,144.57,467.47,164.52,386.66,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.585,2023-07-29 18:08:46.685,119.29,121.09,162.57,438.23,155.88,328.75,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.685,2023-07-29 18:08:46.785,198.46,162.98,120.13,496.84,119.09,315.58,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.786,2023-07-29 18:08:46.885,114.85,118.24,189.37,489.47,182.81,371.01,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.886,2023-07-29 18:08:46.986,141.47,138.22,128.24,421.98,185.23,327.21,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:46.986,2023-07-29 18:08:47.086,198.73,128.43,159.48,446.45,111.9,319.48,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.086,2023-07-29 18:08:47.186,177.25,132.54,134.5,445.65,110.55,315.45,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.187,2023-07-29 18:08:47.287,174.59,119.73,116.32,463.31,101.63,379.14,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.287,2023-07-29 18:08:47.387,138.96,142.87,167.98,416.67,189.49,339.73,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.387,2023-07-29 18:08:47.487,165.84,158.33,145.55,480.17,140.35,374.97,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.487,2023-07-29 18:08:47.587,164.11,114.76,145.89,469.36,155.26,383.73,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.588,2023-07-29 18:08:47.688,134.16,149.24,122.14,413.47,183.6,324.98,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.688,2023-07-29 18:08:47.788,184.39,198.12,166.24,496.28,143.99,362.44,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.788,2023-07-29 18:08:47.888,101.28,130.58,195.22,420.54,173.96,376.41,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.888,2023-07-29 18:08:47.988,189.08,177.38,154.76,461.82,102.45,323.97,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:47.989,2023-07-29 18:08:48.089,108.54,103.11,133.43,421.4,165.49,362.8,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.089,2023-07-29 18:08:48.189,131.53,128.99,134.53,440.66,126.08,390.4,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.189,2023-07-29 18:08:48.289,101.61,174.34,175.33,431.09,137.17,396.77,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.290,2023-07-29 18:08:48.389,171.46,162.25,105.5,463.36,175.8,370.24,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.390,2023-07-29 18:08:48.490,144.78,174.36,170.32,483.18,146.4,356.65,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.490,2023-07-29 18:08:48.590,172.32,105.78,156.46,446.24,110.92,376.95,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.590,2023-07-29 18:08:48.690,122.6,165.22,140.62,491.93,147.98,327.76,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.691,2023-07-29 18:08:48.790,122.0,134.38,199.48,477.53,138.33,315.96,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.791,2023-07-29 18:08:48.891,176.59,126.02,103.39,400.55,184.39,320.73,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.891,2023-07-29 18:08:48.991,131.27,126.77,194.71,426.02,180.59,340.93,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:48.991,2023-07-29 18:08:49.091,192.57,133.98,151.09,470.82,178.63,317.11,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:49.092,2023-07-29 18:08:49.192,189.05,129.83,180.17,496.2,132.01,345.92,2023-07-29 18:08:44.235,116.99,32.9,1690646924.235983,146.97,1690646924.235983,2023-07-29 18:07:51
2023-07-29 18:08:49.192,2023-07-29 18:08:49.292,182.66,100.45,121.13,439.07,100.9,305.48,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.292,2023-07-29 18:08:49.392,104.0,171.18,161.52,439.61,133.63,350.34,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.393,2023-07-29 18:08:49.492,180.62,173.37,150.11,497.22,164.07,392.14,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.493,2023-07-29 18:08:49.593,150.19,106.02,180.51,467.15,185.78,356.53,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.593,2023-07-29 18:08:49.693,147.83,142.95,174.88,432.18,182.13,371.37,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.693,2023-07-29 18:08:49.793,118.02,143.22,155.86,434.84,115.37,347.84,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.794,2023-07-29 18:08:49.893,141.45,153.78,116.41,491.24,103.21,364.87,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.894,2023-07-29 18:08:49.994,123.1,179.07,150.41,401.48,138.14,325.83,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:49.994,2023-07-29 18:08:50.094,182.19,119.98,120.41,467.98,183.41,310.84,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.094,2023-07-29 18:08:50.194,194.26,194.97,188.39,405.65,117.8,367.57,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.195,2023-07-29 18:08:50.294,118.99,167.91,199.96,491.77,104.25,377.9,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.295,2023-07-29 18:08:50.395,178.04,141.6,141.54,454.35,116.07,354.54,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.395,2023-07-29 18:08:50.495,162.77,151.73,117.71,468.91,176.07,351.67,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.495,2023-07-29 18:08:50.595,155.9,162.39,174.53,408.57,199.51,340.93,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.596,2023-07-29 18:08:50.696,134.26,119.95,145.63,429.37,145.85,300.19,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.696,2023-07-29 18:08:50.796,160.76,152.11,125.14,485.66,101.44,391.7,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.796,2023-07-29 18:08:50.896,122.52,192.96,165.55,474.34,182.87,319.87,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.896,2023-07-29 18:08:50.996,137.25,154.1,143.09,441.16,145.52,380.03,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:50.997,2023-07-29 18:08:51.096,167.29,199.18,166.91,433.76,131.99,369.44,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.097,2023-07-29 18:08:51.197,122.84,184.71,111.8,410.64,186.75,333.69,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.197,2023-07-29 18:08:51.297,197.77,164.56,104.34,431.11,111.0,314.74,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.297,2023-07-29 18:08:51.397,121.76,149.82,167.52,460.43,173.59,398.55,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.398,2023-07-29 18:08:51.498,138.19,146.22,161.11,494.08,141.9,302.29,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.498,2023-07-29 18:08:51.598,116.35,148.72,164.81,417.06,145.06,303.74,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.598,2023-07-29 18:08:51.698,124.43,168.43,150.25,447.89,191.29,364.09,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.699,2023-07-29 18:08:51.798,119.23,139.01,188.98,430.89,131.33,346.75,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.799,2023-07-29 18:08:51.899,151.02,164.17,178.81,459.74,142.06,325.22,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.899,2023-07-29 18:08:51.999,108.23,183.27,143.29,443.28,123.52,394.72,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:51.999,2023-07-29 18:08:52.099,172.64,175.42,157.82,452.59,116.21,362.44,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.100,2023-07-29 18:08:52.200,196.39,101.33,172.46,453.88,166.08,330.42,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.200,2023-07-29 18:08:52.300,187.06,148.77,137.77,425.79,120.11,346.25,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.300,2023-07-29 18:08:52.400,161.41,107.27,171.02,494.19,167.11,360.22,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.401,2023-07-29 18:08:52.500,156.76,136.31,156.39,477.89,116.81,385.19,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.501,2023-07-29 18:08:52.601,106.55,165.89,167.2,478.12,176.58,303.05,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.601,2023-07-29 18:08:52.701,105.34,154.88,189.02,425.93,190.75,358.99,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.701,2023-07-29 18:08:52.801,132.35,184.1,123.94,463.33,147.64,324.96,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
2023-07-29 18:08:52.802,2023-07-29 18:08:52.902,165.13,125.0,163.88,482.29,152.41,319.72,2023-07-29 18:08:49.236,193.96,33.1,1690646929.2367232,147.64,1690646929.2367232,2023-07-29 18:07:51
